T_feed_K,P_feed_Pa,xF_benzene,N_stages,feed_stage,reflux_ratio,bottoms_flow_mols,xD_benzene,xB_toluene,QC_kW,QR_kW
359.9,101325.0,0.7619,12,6,1.858,41.5,0.994838,0.566457,5.0733,3.6658
383.7,101325.0,0.3509,15,7,2.922,58.6,0.774357,0.948267,5.1312,1.7634
372.3,101325.0,0.5076,11,4,1.929,46.6,0.838045,0.871064,4.8914,1.6494
346.5,101325.0,0.765,19,8,3.546,36.0,0.999254,0.651451,8.8199,9.0084
371.8,101325.0,0.5955,14,8,1.961,58.6,0.946136,0.652222,3.7575,0.5059
348.7,101325.0,0.4245,16,7,2.99,50.8,0.860464,0.997722,6.1153,6.4692
384.8,101325.0,0.2475,14,6,3.724,53.2,0.523372,0.995184,7.2173,3.8324
381.1,101325.0,0.6694,10,4,2.903,43.1,0.988555,0.751961,6.7479,3.4035
367.7,101325.0,0.5559,17,8,2.651,30.1,0.795026,0.99941,8.0385,6.0004
351.4,101325.0,0.7968,14,8,3.763,40.9,0.999389,0.495939,8.5332,8.6301
345.8,101325.0,0.7951,17,5,2.263,56.6,0.998148,0.360594,4.294,4.4655
343.5,101325.0,0.7109,15,8,3.178,49.1,0.998599,0.587346,6.4477,6.698
379.1,101325.0,0.4533,15,9,3.092,30.5,0.651629,0.998629,9.1467,5.8186
369.8,101325.0,0.3341,14,5,3.566,65.7,0.938142,0.981283,4.8083,4.8812
344.0,101325.0,0.6979,11,6,3.767,61.0,0.998501,0.494287,5.6368,5.879
351.6,101325.0,0.357,18,5,1.733,53.7,0.76776,0.997149,4.003,4.342
372.5,101325.0,0.5242,18,11,2.782,59.7,0.97074,0.777237,4.6485,1.4024
346.6,101325.0,0.3203,17,10,3.418,63.3,0.868459,0.997497,5.0437,5.4918
350.1,101325.0,0.7087,18,8,3.697,39.5,0.999051,0.736015,8.6149,8.7827
343.7,101325.0,0.4618,12,6,2.002,47.0,0.840386,0.965111,4.9738,5.3739
373.0,101325.0,0.6173,17,6,1.892,38.4,0.955668,0.925505,5.4502,2.2151
363.6,101325.0,0.7063,12,6,3.997,64.7,0.998081,0.452894,5.3487,2.9113
372.1,101325.0,0.5276,10,3,2.06,43.4,0.835166,0.87351,5.4191,2.1784
371.2,101325.0,0.5271,15,9,3.928,34.6,0.805137,0.998433,10.1349,6.9153
379.3,101325.0,0.4089,20,11,2.363,57.5,0.802332,0.881899,4.4966,1.1726
383.6,101325.0,0.6228,20,10,2.921,40.5,0.993998,0.922519,7.0805,3.7251
381.1,101325.0,0.5116,14,8,2.028,59.0,0.877837,0.742905,3.8553,0.4958
346.7,101325.0,0.3826,16,5,1.859,51.1,0.777299,0.9951,4.4161,4.8159
362.0,101325.0,0.4975,11,5,2.365,47.1,0.88849,0.941632,5.5172,5.6196
350.7,101325.0,0.2362,15,9,1.766,51.3,0.481676,0.996834,4.4155,4.8196
376.0,101325.0,0.6231,17,6,3.343,67.2,0.99291,0.557402,4.3243,1.0187
379.2,101325.0,0.5398,15,5,2.114,44.8,0.914588,0.921996,5.3016,1.9904
370.7,101325.0,0.4758,18,7,3.037,67.8,0.979665,0.763498,3.9572,1.6591
368.5,101325.0,0.7073,19,11,1.763,40.3,0.981195,0.698445,5.0198,1.8164
357.5,101325.0,0.4791,14,6,2.378,44.5,0.856364,0.991416,5.8445,6.0303
341.2,101325.0,0.4265,16,8,2.41,69.9,0.98508,0.814031,3.121,3.5648
376.4,101325.0,0.3236,11,5,3.787,34.5,0.488584,0.989629,10.2712,7.0396
361.9,101325.0,0.7562,19,6,2.716,49.5,0.997409,0.489882,5.6911,3.2549
368.4,101325.0,0.5327,12,6,2.226,56.0,0.967788,0.809158,4.3318,2.3064
365.0,101325.0,0.52,16,7,3.793,37.4,0.830238,0.999272,9.3959,9.2176
370.0,101325.0,0.5699,15,9,1.514,61.1,0.876689,0.625421,3.0376,0.1996
347.1,101325.0,0.5231,18,9,2.28,33.1,0.781767,0.999702,6.9264,7.2356
347.8,101325.0,0.5504,16,9,1.633,60.8,0.981156,0.727324,3.141,3.4128
346.1,101325.0,0.2877,17,10,2.571,51.8,0.596047,0.999216,5.5741,6.0261
345.8,101325.0,0.608,20,6,2.057,64.5,0.992825,0.603802,3.2944,3.5569
384.7,101325.0,0.6167,19,11,2.054,56.7,0.960988,0.646226,4.0412,0.6389
372.3,101325.0,0.4272,14,4,1.506,58.0,0.763402,0.816257,3.3318,0.95
364.5,101325.0,0.3093,14,9,2.052,41.2,0.523719,0.996715,5.8583,5.9956
382.9,101325.0,0.6207,20,7,3.363,32.1,0.914091,0.999886,9.1379,5.7892
350.3,101325.0,0.4713,13,5,3.575,58.8,0.994206,0.895119,5.7203,6.019
358.6,101325.0,0.4102,11,6,2.211,34.9,0.618044,0.977498,6.7516,6.9288
340.9,101325.0,0.5648,18,8,1.912,50.7,0.99025,0.848881,4.3605,4.7437
352.8,101325.0,0.6822,11,5,2.773,36.1,0.990976,0.864306,7.3218,7.4736
381.3,101325.0,0.255,11,4,2.159,41.6,0.420942,0.977956,6.0793,2.7271
377.2,101325.0,0.5334,17,9,3.877,52.7,0.994519,0.880497,7.0002,3.7153
358.9,101325.0,0.5836,17,10,2.766,43.8,0.996371,0.94607,6.4201,6.5401
343.4,101325.0,0.4,16,7,1.544,59.9,0.911856,0.94266,3.148,3.5916
372.9,101325.0,0.2351,16,9,3.897,41.8,0.403772,0.999749,9.4043,9.4396
345.6,101325.0,0.5785,14,6,2.258,43.0,0.986154,0.961803,5.6455,5.9685
367.4,101325.0,0.6418,18,7,2.862,45.0,0.9943,0.789024,6.4461,3.2643
378.0,101325.0,0.6193,15,4,3.316,34.5,0.943285,0.995764,8.6703,5.3838
383.0,101325.0,0.6109,11,5,3.618,49.6,0.993545,0.777932,7.0644,3.6979
379.0,101325.0,0.7815,17,5,1.987,44.4,0.993418,0.483874,5.0409,1.7118
380.3,101325.0,0.4124,19,6,3.96,46.8,0.774901,0.999669,8.3382,5.0163
340.1,101325.0,0.6451,11,5,1.751,68.7,0.990596,0.512309,2.6152,2.9363
369.2,101325.0,0.2593,13,8,2.626,36.9,0.409287,0.997181,7.5465,7.6276
367.6,101325.0,0.4252,12,6,1.748,46.1,0.760481,0.966808,4.6909,4.6593
350.6,101325.0,0.501,12,6,3.766,36.2,0.779702,0.99019,9.6012,9.8697
343.8,101325.0,0.3956,16,4,3.581,50.6,0.799556,0.998771,7.1229,7.5621
364.3,101325.0,0.4197,15,7,2.254,67.8,0.976212,0.844599,3.192,3.2871
345.8,101325.0,0.7077,14,5,1.709,59.0,0.993889,0.491177,3.3709,3.5829
363.7,101325.0,0.4645,14,4,1.561,38.6,0.750687,0.990727,4.9874,5.0708
353.9,101325.0,0.5208,13,8,1.772,67.9,0.979249,0.695932,2.709,2.8981
370.5,101325.0,0.2229,19,8,3.961,59.2,0.546091,0.999839,6.592,6.6877
376.1,101325.0,0.5506,16,6,2.251,45.3,0.945548,0.926303,5.4516,2.1812
358.4,101325.0,0.5606,15,9,3.925,49.1,0.997954,0.892811,7.6015,7.7325
369.2,101325.0,0.4589,19,9,2.428,33.9,0.694173,0.999845,7.2461,5.9475
351.1,101325.0,0.3822,15,5,3.723,30.4,0.548889,0.999431,10.7024,11.0076
340.6,101325.0,0.5947,17,9,1.924,53.3,0.991803,0.753226,4.1462,4.5066
353.0,101325.0,0.6582,14,4,1.509,50.5,0.988519,0.665578,3.7737,3.9141
348.1,101325.0,0.6,11,6,1.804,45.2,0.969301,0.847713,4.6878,4.9452
377.7,101325.0,0.7089,12,4,1.775,60.4,0.975888,0.466145,3.3479,0.0239
360.6,101325.0,0.5014,11,4,3.019,50.5,0.949576,0.937877,6.0938,6.2221
357.2,101325.0,0.512,13,8,2.313,67.2,0.98925,0.720942,3.3013,3.4476
355.5,101325.0,0.4962,12,7,3.381,55.2,0.990658,0.90514,5.9609,6.1691
345.6,101325.0,0.5673,10,4,3.331,36.9,0.865841,0.943209,8.5051,8.8162
350.0,101325.0,0.5032,19,5,1.785,57.0,0.980196,0.856625,3.6452,3.9247
345.4,101325.0,0.7428,13,4,1.739,63.9,0.99513,0.399752,3.0001,3.1988
354.5,101325.0,0.3964,11,4,2.347,63.0,0.911438,0.906085,3.8218,4.0897
360.3,101325.0,0.448,18,11,3.147,45.0,0.814248,0.999633,7.1617,7.3174
355.5,101325.0,0.471,12,5,2.876,46.3,0.858352,0.978256,6.4863,6.7058
347.1,101325.0,0.209,14,8,2.1,53.0,0.440398,0.996202,4.7935,5.2706
360.9,101325.0,0.7953,14,9,1.617,32.5,0.992464,0.614193,5.3629,2.7395
379.3,101325.0,0.3498,10,3,2.883,63.5,0.758656,0.885212,4.4898,1.1661
358.8,101325.0,0.7178,18,9,3.681,68.3,0.998661,0.412555,4.4989,4.5124
371.4,101325.0,0.5842,18,7,2.152,42.5,0.963102,0.92844,5.5364,2.3225
363.3,101325.0,0.4471,12,5,1.859,57.7,0.925412,0.903556,3.7222,3.8271
378.8,101325.0,0.764,11,7,3.654,48.9,0.998311,0.480852,7.2109,3.8822
358.8,101325.0,0.3071,15,7,2.713,37.1,0.487711,0.99911,7.6512,7.878
365.5,101325.0,0.361,14,6,2.974,63.4,0.941653,0.974228,4.4624,4.5903
358.8,101325.0,0.3323,15,5,3.13,52.0,0.689727,0.997631,6.3434,6.5758
381.7,101325.0,0.6503,20,7,2.91,59.7,0.992423,0.580647,4.7838,1.4159
341.2,101325.0,0.4052,14,5,1.637,48.3,0.770876,0.986213,4.3107,4.778
357.6,101325.0,0.7475,11,3,3.559,51.1,0.998717,0.492901,6.759,6.7842
352.2,101325.0,0.3651,17,7,1.697,62.1,0.89756,0.959862,3.1628,3.4927
367.8,101325.0,0.5203,16,10,3.752,69.9,0.994625,0.683951,4.3404,2.7695
373.3,101325.0,0.7061,13,5,2.961,59.4,0.995471,0.491685,4.8791,1.6074
379.4,101325.0,0.7347,18,10,2.881,43.9,0.996986,0.600475,6.6035,3.2719
371.6,101325.0,0.704,14,9,3.698,67.4,0.996924,0.437681,4.6452,1.3892
342.0,101325.0,0.6107,19,12,2.54,48.6,0.99642,0.79721,5.5193,5.8572
357.1,101325.0,0.2134,16,9,2.743,62.8,0.569292,0.997414,4.5231,4.847
354.0,101325.0,0.4296,19,7,1.73,53.1,0.910516,0.995129,3.952,4.2266
353.9,101325.0,0.5434,14,7,2.737,42.0,0.93073,0.991449,6.6641,6.8794
352.4,101325.0,0.3329,11,5,2.555,40.8,0.550267,0.982494,6.8509,7.1675
363.0,101325.0,0.6932,13,7,1.838,57.6,0.98873,0.524342,3.6561,1.7277
358.2,101325.0,0.4305,11,5,2.098,55.4,0.870377,0.923622,4.2966,4.4886
347.6,101325.0,0.5817,15,6,2.417,55.4,0.994749,0.750827,4.6244,4.8884
384.5,101325.0,0.4162,19,8,3.029,63.2,0.89722,0.863895,4.588,1.2031
375.9,101325.0,0.7605,15,5,3.311,65.9,0.997311,0.362038,4.4583,1.1561
370.0,101325.0,0.3351,18,11,3.648,54.7,0.739228,0.999578,6.6897,6.7449
369.4,101325.0,0.4131,12,4,1.601,35.3,0.628031,0.980838,5.4287,4.7233
360.8,101325.0,0.449,13,7,3.47,65.8,0.993715,0.834117,4.6399,4.7762
353.4,101325.0,0.3453,11,5,1.901,61.4,0.779388,0.927595,3.5359,3.8427
352.4,101325.0,0.5925,16,5,1.935,56.1,0.991147,0.719452,3.9128,4.0964
383.8,101325.0,0.5682,16,10,2.457,33.2,0.849015,0.996808,7.2082,3.8411
365.3,101325.0,0.513,14,9,2.136,38.2,0.825445,0.992469,6.074,5.8484
378.6,101325.0,0.5992,19,12,1.878,66.6,0.949091,0.576271,2.9447,0.3933
384.5,101325.0,0.243,18,5,3.48,45.5,0.445626,0.999706,8.0293,4.6424
377.7,101325.0,0.3205,18,7,3.234,33.3,0.480447,0.999874,9.2582,5.9466
349.8,101325.0,0.4193,15,7,3.022,32.3,0.618902,0.999059,8.7937,9.1038
342.6,101325.0,0.7092,12,3,3.16,61.2,0.99828,0.474073,4.8941,5.1503
340.6,101325.0,0.7633,10,5,1.855,58.3,0.99552,0.402799,3.612,3.8707
382.9,101325.0,0.6123,12,3,3.4,40.9,0.986506,0.928359,7.9047,4.5575
350.7,101325.0,0.2318,11,3,3.52,60.6,0.561229,0.982382,5.7903,6.2019
341.4,101325.0,0.3355,17,6,3.438,48.8,0.65487,0.999575,7.305,7.8034
384.3,101325.0,0.2822,18,6,2.197,50.3,0.552063,0.984444,5.1713,1.7887
358.1,101325.0,0.3228,17,8,2.579,60.1,0.803823,0.996543,4.4916,4.7516
378.8,101325.0,0.7975,16,8,2.27,60.9,0.995117,0.329377,3.8794,0.5481
367.4,101325.0,0.4898,19,8,1.754,47.2,0.921683,0.993281,4.4787,3.5937
357.3,101325.0,0.4862,12,7,2.101,60.3,0.976838,0.83683,3.7499,3.9228
359.9,101325.0,0.7169,12,3,2.371,30.6,0.99113,0.904964,7.1045,6.6267
343.3,101325.0,0.4731,20,11,1.809,62.1,0.976521,0.834175,3.243,3.6345
347.7,101325.0,0.3097,16,5,3.591,33.1,0.46281,0.999757,10.0851,10.4827
365.2,101325.0,0.6971,11,6,2.066,55.9,0.987172,0.531739,4.1095,1.0824
347.5,101325.0,0.5641,16,5,3.807,69.2,0.997504,0.628802,4.49,4.7492
378.2,101325.0,0.4835,16,8,2.435,30.2,0.692097,0.99862,7.6695,4.3544
367.8,101325.0,0.538,18,5,2.623,64.9,0.986482,0.704552,3.8656,2.0331
360.8,101325.0,0.3209,17,5,3.786,62.0,0.841827,0.998369,5.6839,5.9056
362.8,101325.0,0.4544,13,4,1.501,41.0,0.756549,0.980398,4.676,4.7788
375.8,101325.0,0.5043,15,9,2.155,38.0,0.806257,0.988364,6.1501,2.877
380.8,101325.0,0.6158,15,8,3.724,46.4,0.996683,0.824175,7.6802,4.3458
371.1,101325.0,0.6623,15,4,3.633,64.7,0.996099,0.519818,4.9612,1.7127
358.3,101325.0,0.2496,16,9,3.279,40.5,0.41928,0.999683,8.3909,8.6582
361.2,101325.0,0.4943,14,9,3.302,66.1,0.995179,0.76258,4.4249,4.5232
373.3,101325.0,0.5965,12,5,3.46,45.8,0.991916,0.871481,7.3397,4.0989
379.3,101325.0,0.7982,11,5,2.348,56.2,0.995872,0.355857,4.4487,1.1129
365.2,101325.0,0.274,16,10,1.934,65.2,0.752518,0.981404,3.2375,3.4034
358.0,101325.0,0.24,15,5,3.077,51.3,0.491419,0.998675,6.5023,6.7878
363.1,101325.0,0.297,14,6,1.672,39.6,0.489358,0.996393,5.2864,5.4506
354.3,101325.0,0.3256,11,5,2.284,33.9,0.485019,0.985244,7.1132,7.3976
351.3,101325.0,0.5266,14,8,3.899,56.8,0.997396,0.831469,6.4183,6.6642
343.5,101325.0,0.291,11,5,2.207,35.2,0.44175,0.986516,6.8363,7.3091
351.0,101325.0,0.5861,12,5,2.913,58.2,0.995846,0.708184,4.962,5.1685
384.9,101325.0,0.4482,12,6,1.64,41.6,0.710113,0.919485,4.9193,1.5199
357.4,101325.0,0.2716,15,7,2.344,68.9,0.816636,0.974418,3.2642,3.5609
378.6,101325.0,0.5444,15,4,3.483,54.7,0.991768,0.826086,6.1663,2.8563
376.7,101325.0,0.6405,17,7,2.24,65.8,0.977383,0.534597,3.3748,0.0602
358.1,101325.0,0.2875,15,4,3.982,41.5,0.491022,0.999392,9.545,9.7967
356.0,101325.0,0.2296,13,6,2.125,68.5,0.66545,0.970827,3.1602,3.4935
372.4,101325.0,0.2415,10,3,2.764,31.6,0.345716,0.984082,8.5296,8.5624
355.9,101325.0,0.3776,10,5,3.221,51.3,0.726967,0.95406,6.543,6.7916
357.5,101325.0,0.3049,14,6,3.607,49.4,0.600244,0.997617,7.5455,7.8066
362.4,101325.0,0.3725,16,7,2.402,37.9,0.599356,0.999208,6.839,6.9792
377.1,101325.0,0.6189,12,5,2.432,35.3,0.93051,0.952221,6.8275,3.5443
353.3,101325.0,0.3895,15,6,1.502,47.7,0.736732,0.991215,4.1591,4.4477
342.2,101325.0,0.7188,16,7,2.979,43.6,0.998558,0.643089,6.8041,7.0736
384.1,101325.0,0.4888,12,5,2.045,52.9,0.849596,0.832439,4.4763,1.0884
352.8,101325.0,0.4561,18,8,1.79,37.7,0.731777,0.999458,5.5286,5.785
350.8,101325.0,0.2246,17,11,2.126,50.2,0.450351,0.999351,5.1173,5.5256
383.0,101325.0,0.2541,17,7,3.616,66.0,0.676365,0.963431,5.0311,1.6754
344.0,101325.0,0.7466,17,6,1.841,48.5,0.996271,0.518514,4.4383,4.6619
341.1,101325.0,0.7333,18,12,3.799,45.0,0.999162,0.591643,8.0016,8.2767
345.9,101325.0,0.6567,15,7,3.55,68.2,0.998145,0.502507,4.3873,4.6193
378.2,101325.0,0.6604,11,4,3.743,36.4,0.987522,0.911099,9.1677,5.8736
373.4,101325.0,0.601,10,5,1.679,61.7,0.920265,0.597183,3.1612,0.1149
382.0,101325.0,0.5449,16,8,2.662,33.1,0.813465,0.997907,7.6935,4.3444
345.9,101325.0,0.6532,12,6,3.651,42.3,0.997581,0.816586,8.1383,8.4009
360.5,101325.0,0.4012,13,4,2.488,63.1,0.96264,0.927146,3.932,4.1113
377.5,101325.0,0.6985,13,4,3.974,47.8,0.998192,0.628778,7.8728,4.5623
368.5,101325.0,0.2772,18,7,3.398,57.2,0.64704,0.999532,6.0576,6.162
348.9,101325.0,0.7879,19,10,2.887,56.0,0.998807,0.377812,5.1852,5.316
371.6,101325.0,0.7122,16,8,3.082,65.7,0.995566,0.435737,4.2478,0.9926
359.4,101325.0,0.6266,12,6,2.79,62.9,0.996368,0.591498,4.2652,4.3165
367.3,101325.0,0.3002,16,5,2.156,45.8,0.552795,0.998722,5.5668,5.6676
353.1,101325.0,0.6115,11,7,3.27,51.8,0.995867,0.746164,6.2438,6.4119
383.7,101325.0,0.2377,16,5,2.708,69.1,0.545699,0.900031,3.7316,0.3515
374.9,101325.0,0.2459,12,6,1.756,45.1,0.437534,0.987375,4.9791,4.3254
340.5,101325.0,0.6611,19,5,2.412,48.3,0.996863,0.698303,5.3503,5.675
377.9,101325.0,0.316,19,9,3.368,40.6,0.531893,0.999862,8.4627,5.1555
372.2,101325.0,0.7198,15,5,3.123,39.8,0.997547,0.70031,7.5271,4.2839
384.1,101325.0,0.2983,11,5,2.584,46.9,0.536261,0.971118,6.2044,2.8189
354.7,101325.0,0.2251,18,7,2.158,36.7,0.355548,0.999896,6.6186,6.9555
363.6,101325.0,0.2419,13,5,3.241,59.9,0.592095,0.992536,5.51,5.7107
356.8,101325.0,0.7883,11,6,1.943,37.4,0.996384,0.559991,5.5884,5.6135
373.6,101325.0,0.7335,14,8,3.617,39.8,0.998424,0.667213,8.4273,5.1665
368.4,101325.0,0.3191,15,7,3.42,39.0,0.522621,0.999228,8.8025,8.8701
350.1,101325.0,0.2562,12,5,2.962,53.8,0.542751,0.989871,5.9634,6.3677
346.2,101325.0,0.5457,16,10,1.795,60.2,0.985383,0.744987,3.3823,3.6825
362.7,101325.0,0.6342,19,9,3.106,66.3,0.996726,0.55007,4.197,3.4008
364.7,101325.0,0.2676,11,6,2.926,31.7,0.387819,0.991421,8.8584,9.0053
352.4,101325.0,0.4268,19,8,3.249,40.7,0.719663,0.9999,8.0285,8.3074
349.2,101325.0,0.7243,13,8,3.335,64.4,0.998546,0.427302,4.6791,4.8317
341.7,101325.0,0.4251,19,5,3.548,51.7,0.87984,0.999719,6.8192,7.2814
346.3,101325.0,0.6136,11,4,1.952,68.2,0.990857,0.562306,2.8509,3.0997
364.4,101325.0,0.4454,12,6,3.027,38.6,0.718196,0.988528,7.8801,7.9588
384.1,101325.0,0.4931,16,5,2.671,38.5,0.799681,0.99663,7.1059,3.7331
341.3,101325.0,0.5787,11,5,2.119,46.9,0.973824,0.868659,5.048,5.4192
371.2,101325.0,0.6288,17,10,3.676,63.9,0.995414,0.578316,5.1215,1.8741
351.3,101325.0,0.6839,19,7,3.25,46.0,0.998523,0.685441,6.9583,7.1152
364.5,101325.0,0.2057,14,4,2.418,54.0,0.443115,0.996542,5.1716,5.3698
340.2,101325.0,0.6224,17,9,2.366,41.0,0.996099,0.91538,6.0244,6.3971
376.7,101325.0,0.7744,11,4,2.298,55.3,0.994744,0.403708,4.4734,1.1658
344.3,101325.0,0.7948,18,7,3.75,62.6,0.999239,0.327341,5.3854,5.5769
356.0,101325.0,0.6453,19,12,2.939,58.1,0.99746,0.608667,5.0052,5.1018
357.9,101325.0,0.4034,14,6,2.275,50.8,0.809079,0.989498,5.0637,5.28
361.6,101325.0,0.3273,11,3,2.761,45.2,0.581654,0.981074,6.6857,6.863
382.0,101325.0,0.799,16,7,2.048,66.0,0.993622,0.30126,3.1454,0.2231
382.0,101325.0,0.2697,19,6,2.088,42.1,0.464818,0.998645,5.8698,2.5119
380.7,101325.0,0.5858,18,9,3.368,32.1,0.862585,0.99967,9.2356,5.907
363.5,101325.0,0.27,16,10,3.934,64.5,0.756371,0.997689,5.5507,5.7502
376.4,101325.0,0.6402,20,8,2.235,60.5,0.978987,0.580992,3.8905,0.5833
378.7,101325.0,0.2446,16,7,1.69,45.3,0.432089,0.981794,4.8443,1.5289
365.3,101325.0,0.5869,15,5,1.554,58.8,0.963209,0.676771,3.2142,1.8316
352.8,101325.0,0.3976,17,6,1.704,42.8,0.694076,0.998623,4.9462,5.2336
373.1,101325.0,0.294,13,6,1.839,66.7,0.742763,0.930045,3.0021,2.4335
353.4,101325.0,0.7001,13,4,1.6,51.9,0.992325,0.570728,3.7968,3.9067
347.4,101325.0,0.3129,17,5,3.754,47.2,0.592361,0.999716,8.1324,8.5469
374.6,101325.0,0.5166,16,5,2.317,44.9,0.910307,0.966536,5.6416,2.3924
366.7,101325.0,0.4898,19,6,1.819,57.9,0.966687,0.856944,3.6226,3.0536
345.0,101325.0,0.635,14,5,3.466,50.1,0.998215,0.726765,6.7573,7.0321
347.7,101325.0,0.3844,11,3,3.695,54.2,0.806608,0.972372,6.7603,7.143
360.2,101325.0,0.5765,16,7,2.994,61.2,0.996418,0.689722,4.7007,4.7701
355.2,101325.0,0.6457,11,6,1.864,39.1,0.972713,0.863608,5.3174,5.4491
382.1,101325.0,0.4232,13,7,2.094,32.9,0.625239,0.988861,6.6995,3.3338
382.0,101325.0,0.7555,11,6,1.68,57.2,0.98214,0.414084,3.49,0.1196
366.7,101325.0,0.7497,18,10,3.381,69.1,0.997122,0.360941,4.1057,0.9053
366.8,101325.0,0.5865,18,10,3.909,46.8,0.997648,0.880907,7.9197,5.8572
371.1,101325.0,0.6794,12,4,3.554,61.1,0.996565,0.522526,5.3734,2.1266
345.3,101325.0,0.2325,20,10,1.942,67.3,0.70227,0.995751,3.073,3.582
382.8,101325.0,0.3644,13,5,1.856,52.4,0.652763,0.897548,4.3716,0.997
359.7,101325.0,0.6128,10,5,3.354,41.3,0.969883,0.89469,7.7963,7.8795
364.5,101325.0,0.6546,13,5,1.757,30.5,0.927005,0.966113,5.8956,3.8811
348.3,101325.0,0.2174,16,7,3.14,52.5,0.456963,0.999347,6.4605,6.9143
377.2,101325.0,0.4646,15,4,2.694,69.0,0.914145,0.737372,3.5322,0.22
377.8,101325.0,0.3362,15,6,1.655,66.5,0.621294,0.807419,2.8716,0.4499
374.0,101325.0,0.5229,11,6,1.792,65.9,0.879242,0.661489,2.9559,0.3266
358.4,101325.0,0.3662,18,5,3.456,45.5,0.671759,0.999798,7.7899,8.0064
382.3,101325.0,0.2957,11,3,2.68,53.0,0.583351,0.959386,5.6095,2.2503
354.4,101325.0,0.5657,13,7,3.204,61.7,0.996533,0.701737,4.884,5.0475
366.6,101325.0,0.6842,17,9,2.689,58.9,0.993216,0.531429,4.6023,1.4073
372.1,101325.0,0.4795,11,7,2.271,63.0,0.891849,0.762675,3.7488,0.6297
355.1,101325.0,0.7136,19,6,3.791,59.5,0.998865,0.480572,5.8826,5.9565
356.4,101325.0,0.7394,13,4,3.592,42.8,0.998989,0.607527,7.963,8.016
380.1,101325.0,0.5298,16,4,3.149,38.3,0.857256,0.997712,7.9791,4.6605
355.0,101325.0,0.4625,20,8,2.934,54.8,0.993935,0.975845,5.3967,5.6432
365.2,101325.0,0.7307,19,5,3.921,32.8,0.998897,0.818778,10.0256,6.8708
342.3,101325.0,0.7755,14,8,2.241,31.8,0.998077,0.701855,6.7024,6.9486
381.7,101325.0,0.7471,13,4,2.891,48.8,0.996935,0.515021,6.0423,2.6802
348.7,101325.0,0.6833,16,10,3.6,31.1,0.990575,0.997295,9.626,9.8519
362.1,101325.0,0.5575,16,9,2.89,67.6,0.995315,0.65234,3.824,3.8675
350.5,101325.0,0.5751,15,7,3.68,62.8,0.997667,0.67521,5.2795,5.4945
358.2,101325.0,0.7397,10,6,1.835,33.9,0.983612,0.735873,5.6999,5.7338
353.4,101325.0,0.4379,12,5,1.669,40.1,0.714822,0.975754,5.0976,5.3509
347.3,101325.0,0.7165,12,5,3.689,43.3,0.998718,0.653056,8.0606,8.2588
348.4,101325.0,0.3499,14,5,2.626,65.1,0.936839,0.964775,3.8862,4.2878
357.1,101325.0,0.4228,15,7,2.277,54.1,0.906469,0.987537,4.6463,4.8745
356.8,101325.0,0.6747,16,6,2.504,66.0,0.99661,0.491132,3.6136,3.6774
347.7,101325.0,0.6885,13,8,1.876,61.4,0.994327,0.503762,3.3689,3.562
349.5,101325.0,0.5162,13,5,3.396,55.2,0.995362,0.872705,5.9752,6.2597
378.8,101325.0,0.7581,11,4,1.661,33.3,0.981472,0.689311,5.4011,2.0826
365.0,101325.0,0.7218,12,7,2.009,50.5,0.98878,0.539892,4.5254,1.3512
355.2,101325.0,0.7023,14,9,3.052,51.6,0.998306,0.575349,5.9465,6.0296
369.0,101325.0,0.5939,16,7,1.984,42.8,0.952963,0.885976,5.2247,2.0316
357.3,101325.0,0.6977,16,7,2.176,45.5,0.996588,0.660307,5.2503,5.3106
382.1,101325.0,0.7159,16,10,2.936,61.7,0.995282,0.457525,4.5738,1.1998
341.7,101325.0,0.6927,19,6,2.317,68.9,0.996448,0.444405,3.1291,3.4029
351.1,101325.0,0.6989,16,9,3.537,69.0,0.998435,0.435674,4.2644,4.3995
381.5,101325.0,0.4187,16,4,2.589,43.2,0.733227,0.994843,6.4827,3.1396
369.6,101325.0,0.4178,15,5,1.722,60.7,0.892063,0.889259,3.3134,2.4566
356.2,101325.0,0.3677,13,5,1.523,40.7,0.61236,0.98877,4.8357,5.0777
367.2,101325.0,0.6418,17,9,3.672,54.4,0.996848,0.655813,6.4617,3.3602
352.5,101325.0,0.4278,18,11,1.932,42.2,0.739657,0.999337,5.384,5.6633
341.8,101325.0,0.586,15,5,2.139,45.5,0.992802,0.901294,5.1933,5.5599
349.8,101325.0,0.6464,19,8,2.154,65.2,0.994677,0.53949,3.3306,3.5126
381.0,101325.0,0.6328,13,3,3.949,34.9,0.965091,0.986959,9.8376,6.5173
380.4,101325.0,0.5835,14,5,2.851,59.6,0.985497,0.688993,4.7303,1.3826
384.0,101325.0,0.3044,15,7,3.256,39.3,0.500614,0.998658,8.4528,5.0667
349.5,101325.0,0.3033,18,7,2.045,69.0,0.892896,0.961583,2.9233,3.3298
345.5,101325.0,0.7288,11,4,1.743,44.9,0.993462,0.595985,4.5875,4.8019
344.0,101325.0,0.5142,14,6,2.716,69.0,0.99349,0.701132,3.4965,3.8388
340.7,101325.0,0.2345,17,10,3.126,41.7,0.402111,0.999833,7.9382,8.4937
354.9,101325.0,0.3279,13,7,2.018,46.2,0.601675,0.990911,5.2547,5.5417
353.2,101325.0,0.6175,19,10,2.579,32.8,0.918805,0.999794,7.4119,7.5963
351.6,101325.0,0.6801,17,8,1.922,59.3,0.994481,0.535672,3.6089,3.7507
